@relation 12168104L2_2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S4-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F3-S4-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S3

@attribute status_pozyczki {zly,dobry}
@attribute kwota_kredytu numeric
@attribute wiek numeric
@attribute płeć {kobieta,mężczyzna}
@attribute rodzaj_źródła_dochodu numeric
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie numeric
@attribute okres_w_jakim_pobierał_dochód numeric
@attribute okres_w_jakim_będzie_pobierał_dochód numeric
@attribute opóźnienie_spłaty numeric

@data
dobry,200,24,mężczyzna,12,1000,1,7,24,0
dobry,449.7,23,mężczyzna,99,980,1,7,8,0
dobry,200,65,kobieta,13,665.92,1,121,48,4
dobry,500,71,kobieta,13,1667,0,152,48,0
dobry,300,49,mężczyzna,13,3900,1,26,48,0
dobry,200,52,kobieta,16,685,0,37,48,0
dobry,200,69,kobieta,16,959.6,0,111,48,0
dobry,400,66,kobieta,13,1031,0,117,48,0
dobry,600,39,kobieta,11,1800,0,47,48,5
dobry,432.44,69,kobieta,13,1072,1,149,48,1
dobry,200,20,mężczyzna,17,985,1,9,11,1
dobry,200,26,mężczyzna,11,1136.8,0,5,48,0
dobry,200,38,kobieta,99,2800,1,6,6,0
zly,200,47,kobieta,11,770,1,99,48,449
dobry,300,19,mężczyzna,99,750,0,0,5,0
dobry,800,60,kobieta,11,2670,1,84,48,6
dobry,400,62,mężczyzna,16,1313.41,0,23,48,0
dobry,700,69,kobieta,13,2291,1,67,48,0
dobry,400,58,kobieta,13,1454.91,0,38,48,0
dobry,700,42,mężczyzna,11,2258,1,71,48,0
dobry,500,61,kobieta,13,1362,1,52,48,4
dobry,662.69,30,mężczyzna,11,2837,1,122,48,12
dobry,200,62,kobieta,13,714,1,218,48,3
dobry,200,74,kobieta,13,1026,1,243,48,1
zly,200,60,mężczyzna,15,482.94,0,147,48,0
dobry,400,64,mężczyzna,13,1261.6,0,49,48,0
dobry,200,79,kobieta,13,1442.43,1,137,48,0
dobry,600,55,mężczyzna,16,588,1,418,48,0
zly,200,20,kobieta,12,1600,0,0,2,1735
dobry,352.42,63,kobieta,13,1668,1,87,48,0
dobry,300,48,kobieta,11,980,0,196,48,0
dobry,300,50,mężczyzna,12,1000,1,39,48,0
dobry,300,24,mężczyzna,17,926,1,52,48,7
dobry,300,58,kobieta,13,1240,1,66,48,1
dobry,520.7,24,mężczyzna,17,926,1,52,48,7
dobry,888.47,76,kobieta,13,1377.23,1,253,48,150
zly,200,40,mężczyzna,12,1000,1,2,3,1735
dobry,400,29,mężczyzna,11,1888.27,0,73,48,0
dobry,400,25,mężczyzna,11,1110,0,6,48,0
dobry,300,70,kobieta,13,865,1,123,48,10
dobry,500,54,kobieta,16,1045.6,1,8,48,0
dobry,400,28,mężczyzna,12,900,1,14,20,1
dobry,673.09,63,kobieta,13,930,1,90,48,5
dobry,400,55,mężczyzna,11,1600,0,44,48,406
dobry,500,49,mężczyzna,11,3250,0,1,48,3
dobry,200,67,mężczyzna,13,1250,0,63,48,0
dobry,200,65,kobieta,13,802.83,0,197,48,0
dobry,250,61,kobieta,13,634.64,0,8,48,0
dobry,900,59,kobieta,13,1370,0,72,48,2
dobry,300,43,kobieta,11,1400,1,21,48,0
dobry,200,52,mężczyzna,17,749.74,1,107,48,0
dobry,900,33,kobieta,11,2200,0,33,48,0
dobry,200,65,kobieta,13,670,1,62,48,0
dobry,281.29,53,kobieta,11,1700,1,201,48,0
zly,200,44,mężczyzna,98,450,0,1,48,0
dobry,500,61,mężczyzna,11,2250.05,1,172,48,14
dobry,300,43,kobieta,99,645.31,0,6,11,0
dobry,200,56,kobieta,11,1187.06,0,129,48,0
dobry,400,61,kobieta,13,1090.14,0,71,48,0
dobry,200,72,kobieta,13,785,0,60,48,0
dobry,700,72,mężczyzna,13,2802,1,243,48,16
dobry,400,50,kobieta,11,1577.42,1,201,48,1
dobry,626.61,37,mężczyzna,12,3000,1,3,10,29
dobry,200,52,mężczyzna,12,1210,0,3,9,0
zly,1000,38,mężczyzna,11,3600,0,48,48,0
dobry,300,61,mężczyzna,99,611.36,0,8,12,0
dobry,500,31,mężczyzna,11,2700,1,11,48,0
dobry,300,47,mężczyzna,12,600,1,5,27,0
dobry,200,25,kobieta,17,1200,1,161,48,0
dobry,300,48,kobieta,11,1077.49,0,367,48,0
dobry,400,70,kobieta,13,1291.18,1,75,48,0
dobry,400,33,mężczyzna,11,1033,0,32,48,3
dobry,500,49,kobieta,11,1800,1,49,48,2
zly,800,50,mężczyzna,11,980,0,108,48,0
dobry,575.74,32,mężczyzna,11,2050,1,114,48,1
dobry,600,35,kobieta,11,2400,0,109,48,0
dobry,400,54,kobieta,12,1700,1,51,48,0
zly,300,66,mężczyzna,13,1408.27,0,72,48,0
dobry,200,63,kobieta,16,1389,0,87,48,0
dobry,200,57,mężczyzna,16,763.38,0,207,48,0
dobry,285.97,68,kobieta,13,1017,1,157,48,1
dobry,200,46,kobieta,11,658,0,89,48,0
dobry,300,70,kobieta,13,729.03,1,253,48,0
dobry,600,56,mężczyzna,11,2031,1,110,48,0
dobry,400,50,kobieta,17,990,1,68,48,0
dobry,300,53,mężczyzna,11,2080,1,314,48,0
zly,300,31,mężczyzna,12,1250,0,11,11,0
dobry,200,36,mężczyzna,12,1017,0,53,48,0
dobry,200,66,kobieta,13,910,1,65,48,0
dobry,300,23,mężczyzna,11,1400,0,20,48,0
zly,800,45,kobieta,98,3000,0,7,48,0
dobry,500,36,kobieta,11,1700,0,193,48,1
dobry,400,52,kobieta,12,1040,1,14,19,0
dobry,300,36,mężczyzna,11,2500,0,151,48,0
zly,1000,47,mężczyzna,11,3500,0,30,48,0
dobry,300,58,kobieta,13,1244.77,1,35,48,1
zly,400,34,mężczyzna,11,1060.96,0,5,48,464
dobry,300,73,mężczyzna,13,960,1,136,48,7
dobry,300,73,mężczyzna,13,1457,0,75,48,0
zly,200,42,kobieta,99,1000,0,9,11,0
dobry,200,40,mężczyzna,12,700,0,5,23,0
dobry,200,71,kobieta,13,722.05,0,193,48,6
dobry,200,66,kobieta,13,1216,1,137,48,0
zly,500,34,kobieta,12,2000,0,3,5,1730
dobry,700,58,kobieta,13,1872,1,31,48,1
dobry,800,55,kobieta,13,3440,1,47,48,8
dobry,300,43,mężczyzna,12,1463.56,1,1,12,0
zly,540.54,36,kobieta,11,2478,0,153,48,436
dobry,600,31,kobieta,12,855,1,40,48,0
dobry,500.8,35,kobieta,98,4000,1,14,48,1
dobry,500,50,kobieta,11,4900,0,7,48,0
dobry,400,61,kobieta,13,1280,1,13,48,0
dobry,500,35,mężczyzna,11,2200,1,81,48,8
dobry,600,33,kobieta,12,1540,0,35,39,0
dobry,300,50,kobieta,12,1000,1,28,29,9
dobry,300,59,mężczyzna,16,726,1,229,48,2
dobry,500,64,mężczyzna,13,1530,1,31,48,5
zly,300,52,mężczyzna,12,1000,1,5,5,1730
dobry,449.61,54,mężczyzna,11,1552.16,1,94,48,236
dobry,369.96,35,kobieta,11,2709.34,1,177,48,1
dobry,600,51,mężczyzna,12,2673.17,1,108,48,0
zly,300,66,mężczyzna,13,1169,0,75,48,398
dobry,400,57,mężczyzna,13,1561.87,0,193,48,1
dobry,426.61,49,kobieta,11,2470,1,350,48,0
zly,200,47,kobieta,11,963.57,0,211,48,0
dobry,300,45,kobieta,11,1344.9,0,42,48,5
dobry,200,72,kobieta,13,930,1,235,48,0
dobry,200,65,kobieta,13,1125,1,121,48,0
dobry,400,34,kobieta,11,980.11,1,41,48,0
dobry,300,60,mężczyzna,12,1000,1,8,10,8
dobry,300,65,mężczyzna,13,1611,1,137,48,0
dobry,500,70,kobieta,13,1200,1,115,48,0
zly,800,57,kobieta,12,1215.64,0,7,48,0
dobry,600,61,kobieta,13,1050,1,135,48,1
dobry,300,61,kobieta,13,1199.37,0,11,48,452
dobry,400,59,kobieta,13,1400,0,50,48,0
dobry,600,29,mężczyzna,12,1300,1,23,41,7
dobry,335.97,54,kobieta,11,1721.7,1,116,48,1
dobry,300,54,mężczyzna,17,798.8,1,145,48,7
dobry,200,57,mężczyzna,11,1500,0,391,48,1
dobry,200,31,kobieta,12,980,1,6,6,3
dobry,200,75,kobieta,13,1000,0,207,48,7
dobry,430,66,kobieta,13,919,1,137,48,14
dobry,300,46,kobieta,12,1032,1,34,40,5
zly,700,35,mężczyzna,12,2000,0,6,12,0
dobry,200,64,kobieta,13,856,0,53,48,0
dobry,1000,30,mężczyzna,11,2700,1,60,48,0
dobry,500,58,mężczyzna,16,1770,1,85,48,0
zly,300,54,kobieta,16,1788,1,59,48,462
dobry,200,37,kobieta,12,599.03,0,15,18,6
dobry,231.22,52,mężczyzna,12,1000,1,8,39,7
dobry,400,67,kobieta,13,1085,1,162,48,0
dobry,500,56,mężczyzna,13,1900,1,146,48,0
dobry,400,44,mężczyzna,12,1963.88,0,2,5,0
dobry,400,71,mężczyzna,13,1772.53,0,276,48,0
dobry,600,69,mężczyzna,16,1100,1,133,48,0
dobry,400,65,mężczyzna,16,1473.04,0,161,48,4
dobry,300,60,kobieta,13,1026,1,51,48,0
dobry,300,63,kobieta,13,917,0,72,48,10
dobry,500,61,kobieta,13,1160,0,74,48,0
dobry,500,43,mężczyzna,98,3178,1,197,48,7
dobry,200,51,kobieta,11,932.34,1,391,48,0
dobry,200,70,mężczyzna,13,1420,0,49,48,0
zly,200,51,kobieta,17,734.94,0,18,24,0
dobry,600,43,kobieta,11,1443,1,29,48,0
dobry,1000,73,kobieta,13,2100,1,51,48,0
dobry,300,60,kobieta,13,936,1,27,48,0
zly,200,67,kobieta,13,757.1,0,194,48,0
dobry,200,58,kobieta,13,1083.23,1,93,48,0
zly,300,54,mężczyzna,11,970,0,194,48,0
dobry,300,26,kobieta,12,1300,0,4,12,1
dobry,300,22,kobieta,12,1500,0,0,2,1
dobry,400,53,kobieta,16,1362,1,25,48,0
dobry,300,73,kobieta,16,1138.01,0,3,48,16
dobry,400,64,kobieta,13,2113.24,0,57,48,0
dobry,300,52,kobieta,11,1400,1,157,48,1
dobry,700,65,mężczyzna,13,3040,1,197,48,0
dobry,200,71,mężczyzna,13,1921,1,85,48,0
dobry,200,53,kobieta,12,984.34,0,14,20,0
dobry,800,56,kobieta,13,580,1,115,48,3
dobry,300,30,mężczyzna,11,1000,1,53,48,0
dobry,1000,61,kobieta,13,1820,1,65,48,0
dobry,300,28,kobieta,11,901,0,36,48,0
dobry,250,68,mężczyzna,13,2000,1,41,48,0
dobry,200,55,kobieta,11,1077,1,179,48,0
dobry,250,68,mężczyzna,13,1162.41,1,100,48,0
zly,200,49,kobieta,11,1870,0,260,48,0
zly,800,32,mężczyzna,11,2256,0,70,48,1725
dobry,300,49,kobieta,11,992.84,1,117,48,1
dobry,200,27,mężczyzna,17,728,1,96,48,0
dobry,476.61,59,mężczyzna,11,2947,1,49,48,4
dobry,250,46,kobieta,98,911,1,94,48,1
dobry,200,68,kobieta,13,1134.96,1,157,48,5
dobry,200,37,kobieta,12,1382,0,17,23,0
dobry,200,73,kobieta,13,866.46,1,191,48,0
zly,300,61,kobieta,13,825.69,0,3,48,0
dobry,296.54,34,mężczyzna,12,1030,1,1,23,22
dobry,400,60,mężczyzna,11,2100,0,183,48,0
dobry,200,69,kobieta,13,1800,1,113,48,0
dobry,200,64,mężczyzna,16,650.77,0,44,48,0
dobry,300,55,kobieta,16,1072.89,1,118,48,0
dobry,300,63,mężczyzna,13,2040,0,140,48,0
zly,400,54,kobieta,11,1200,0,97,48,1723
dobry,300,57,kobieta,16,634.64,0,132,48,0
dobry,300,49,mężczyzna,12,1042,0,1,2,0
dobry,400,42,mężczyzna,11,3500,1,24,48,5
zly,300,31,mężczyzna,12,1200,0,1,2,0
dobry,200,41,kobieta,11,1037.34,1,58,48,0
dobry,200,62,kobieta,13,714,1,218,48,0
dobry,300,63,mężczyzna,13,1287.66,0,92,48,5
dobry,500,47,kobieta,98,2200,1,21,48,0
zly,200,37,mężczyzna,11,2300,0,101,48,148
dobry,200,46,mężczyzna,11,1566.82,0,345,48,0
dobry,200,52,kobieta,11,1071.61,0,399,48,182
dobry,400,38,kobieta,11,800.51,0,16,48,1
zly,500,52,kobieta,12,1500,1,22,32,1723
dobry,300,28,mężczyzna,12,1400,0,5,23,7
zly,200,23,kobieta,12,1134.4,0,7,15,0
dobry,200,48,kobieta,11,967.64,0,315,48,0
dobry,200,60,kobieta,13,1635,1,116,48,7
dobry,1100,42,mężczyzna,11,2875.71,1,274,48,4
dobry,300,70,kobieta,13,1000,0,60,48,0
dobry,400,59,kobieta,13,1400,1,242,48,0
dobry,500,72,mężczyzna,13,2612,0,78,48,0
dobry,400,59,kobieta,13,930,0,28,48,1
dobry,300,65,mężczyzna,12,1100,1,18,35,2
dobry,694,38,kobieta,11,1900,1,204,48,1
dobry,300,67,kobieta,13,815,0,140,48,4
dobry,500,61,mężczyzna,13,1500,1,19,48,0
zly,300,29,mężczyzna,12,1300,0,0,3,0
dobry,300,33,mężczyzna,11,2100,1,60,48,1
dobry,200,56,kobieta,17,1100,0,23,33,0
dobry,200,47,kobieta,11,1493.98,0,357,48,0
dobry,421.62,33,kobieta,11,1400,0,97,48,1
dobry,500,62,mężczyzna,13,1272,0,12,48,5
dobry,1239.88,52,kobieta,11,1638,1,310,48,14
dobry,600,49,kobieta,11,2500,0,229,48,0
dobry,200,64,kobieta,13,840,1,109,48,0
dobry,200,37,mężczyzna,12,950,0,3,15,0
zly,500,39,kobieta,11,2825,0,93,48,298
dobry,700,61,kobieta,13,2066,1,125,48,1
dobry,300,67,kobieta,13,1094,0,180,48,6
dobry,600,58,kobieta,11,1400,1,159,48,13
dobry,200,71,kobieta,13,1185.33,1,220,48,3
dobry,300,59,kobieta,13,1658,1,25,48,0
dobry,500,62,kobieta,13,1900,1,84,48,0
zly,200,74,mężczyzna,13,770,0,108,48,0
dobry,200,44,mężczyzna,12,1952.35,0,0,11,0
dobry,200,54,mężczyzna,12,1030,1,5,24,7
dobry,300,52,kobieta,11,2065.98,1,175,48,5
dobry,300,39,mężczyzna,12,1884.29,0,16,23,14
dobry,600,51,kobieta,11,3200,1,50,48,0
dobry,1000,56,mężczyzna,11,2031,0,110,48,0
dobry,400,26,mężczyzna,11,3000,0,37,48,11
dobry,300,45,mężczyzna,12,670,1,5,11,2
zly,350,71,kobieta,13,1721,1,193,48,1720
zly,200,60,kobieta,13,1029.7,0,5,48,1720
dobry,285.97,38,kobieta,98,1200,1,42,48,2
dobry,280.11,39,kobieta,11,1770,1,83,48,2
dobry,400,55,mężczyzna,99,2500,0,1,3,83
dobry,500,61,mężczyzna,11,1250,1,61,48,0
dobry,200,53,kobieta,16,749.28,1,61,48,0
dobry,400,68,kobieta,16,980,1,127,48,0
zly,300,70,mężczyzna,13,1100,0,62,48,0
zly,1000,25,mężczyzna,11,10000,0,5,48,0
dobry,400,61,kobieta,13,1977,0,51,48,0
dobry,277.4,61,kobieta,13,975,1,23,48,0
dobry,600,56,mężczyzna,11,3335,1,429,48,0
dobry,300,56,kobieta,98,980,0,6,48,0
zly,200,63,mężczyzna,13,1742.76,0,38,48,0
dobry,789.27,63,kobieta,13,860,1,76,48,2
zly,500,48,mężczyzna,16,1700,0,242,48,0
dobry,300,69,kobieta,16,1401,0,72,48,15
dobry,200,53,kobieta,99,1100,0,48,48,0
dobry,377.92,27,kobieta,11,1500,1,21,48,17
dobry,500,32,kobieta,11,3100,1,118,48,0
dobry,400,37,kobieta,11,2700,1,118,48,0
zly,200,61,kobieta,13,750,0,62,48,1718
dobry,200,60,kobieta,13,784,0,36,48,0
dobry,300,66,mężczyzna,13,2110,1,98,48,0
dobry,250,62,mężczyzna,99,685,1,1,2,1
dobry,300,66,mężczyzna,13,1300,0,74,48,7
dobry,200,74,kobieta,13,1026,1,244,48,0
dobry,200,60,mężczyzna,13,907,0,5,48,165
dobry,200,31,kobieta,12,1032.34,1,1,11,0
dobry,1569.98,48,mężczyzna,11,2353,1,96,48,8
zly,200,40,kobieta,16,540,0,180,48,0
dobry,600,63,kobieta,13,3251,0,134,48,0
dobry,521.49,62,kobieta,13,1525.46,1,33,48,4
zly,200,26,mężczyzna,11,1136.8,1,6,48,191
dobry,800,62,kobieta,13,3700,1,23,48,0
dobry,200,63,mężczyzna,13,1538,1,97,48,0
dobry,200,74,mężczyzna,13,957.2,0,194,48,0
dobry,300,26,mężczyzna,11,1459,1,5,48,9
dobry,500,45,kobieta,11,3000,1,90,48,4
dobry,300,72,kobieta,13,2100,1,157,48,0
dobry,200,54,kobieta,11,1400,1,113,48,1
dobry,600,68,kobieta,13,2120,1,115,48,3
dobry,300,39,kobieta,12,1027,1,5,48,0
dobry,700,58,kobieta,13,1801.41,1,34,48,0
zly,300,36,mężczyzna,12,1017,1,54,48,1716
dobry,200,51,mężczyzna,12,1030,1,6,48,3
dobry,400,63,mężczyzna,13,1193.65,0,6,48,0
dobry,200,50,kobieta,12,2000,2,31,48,0
dobry,800,46,mężczyzna,11,2000,0,48,48,0
dobry,200,68,kobieta,13,803.86,1,154,48,0
dobry,400,73,kobieta,13,1412,1,200,48,0
dobry,600,41,kobieta,98,5000,0,81,48,2
dobry,275.97,41,kobieta,11,1000,1,58,48,5
dobry,200,50,mężczyzna,16,1045,0,196,48,1
dobry,500,22,mężczyzna,17,1896,1,31,33,0
dobry,300,38,kobieta,11,1200,1,187,48,2
dobry,900,35,mężczyzna,12,1500,0,30,35,0
dobry,200,60,kobieta,13,1425,1,76,48,1
dobry,200,55,kobieta,16,2300,1,59,48,0
dobry,400,54,kobieta,11,2800,1,56,48,0
dobry,498.47,31,kobieta,12,1600,1,11,11,5
zly,200,67,mężczyzna,13,1674.77,0,66,48,214
zly,300,52,mężczyzna,13,995,0,168,48,0
dobry,500,52,mężczyzna,11,2011,0,208,48,42
dobry,450,47,mężczyzna,12,1574.45,0,28,35,5
zly,200,51,kobieta,16,634.64,0,18,48,0
dobry,400,40,mężczyzna,11,1261.98,1,33,48,6
dobry,400,60,kobieta,13,1149.06,0,158,48,0
dobry,400,62,mężczyzna,16,1313.41,1,24,48,1
dobry,200,62,kobieta,13,1200.29,1,19,48,0
dobry,326.61,39,mężczyzna,11,1300,1,42,48,0
dobry,200,62,kobieta,13,985.9,0,87,48,0
dobry,400,40,kobieta,12,660,1,8,37,2
zly,300,18,mężczyzna,17,540.62,0,3,20,0
dobry,200,64,kobieta,16,755.1,0,131,48,0
zly,300,68,mężczyzna,13,1079.14,0,115,48,0
dobry,381.29,66,mężczyzna,13,1591,1,73,48,0
dobry,200,62,mężczyzna,13,1162,1,218,48,0
zly,400,52,mężczyzna,11,1600,1,265,48,425
dobry,250,40,mężczyzna,12,700,1,6,23,0
zly,400,61,mężczyzna,11,1250,1,102,48,1714
dobry,500,57,kobieta,11,2249.14,1,238,48,7
zly,400,78,kobieta,13,1517,0,132,48,0
dobry,400,65,kobieta,13,1013.74,1,110,48,0
dobry,400,58,kobieta,11,1500,0,82,48,0
dobry,600,54,kobieta,12,1675,1,6,11,3
dobry,700,61,kobieta,13,5100,1,25,48,0
zly,1000,41,kobieta,11,3500,0,238,48,0
dobry,200,52,kobieta,11,1617.68,0,82,48,2
dobry,1000,55,kobieta,16,2300,2,59,48,0
zly,300,46,kobieta,13,601.03,0,302,48,0
dobry,400,63,kobieta,13,1233,0,120,48,0
zly,400,68,mężczyzna,13,940.49,0,258,48,0
dobry,500,63,mężczyzna,13,1768.93,1,266,48,4
dobry,400,47,kobieta,11,3170,1,282,48,4
zly,300,24,mężczyzna,11,1037.34,0,30,48,1713
dobry,400,39,kobieta,11,1239.05,1,201,48,10
dobry,396.61,53,kobieta,12,2000,1,6,25,3
zly,300,49,mężczyzna,13,814.83,1,154,48,1713
zly,200,67,kobieta,13,832.92,0,136,48,0
dobry,500,73,kobieta,13,951,1,159,48,0
dobry,281.29,55,kobieta,12,1350,1,19,24,0
zly,650,35,kobieta,11,1065,1,56,48,1713
zly,650,64,mężczyzna,11,2600,0,132,48,0
dobry,600,48,mężczyzna,11,1800,1,123,48,6
zly,200,22,mężczyzna,11,1037,0,33,48,0
dobry,250,64,mężczyzna,16,633.56,1,108,48,1
zly,200,36,kobieta,12,1037,0,0,2,1711
dobry,200,73,mężczyzna,13,910.33,1,160,48,1
dobry,200,64,kobieta,13,856,1,54,48,0
dobry,371.94,53,kobieta,12,1500,1,6,7,1
zly,700,27,kobieta,11,1300,1,6,48,1711
zly,500,45,mężczyzna,11,1554.24,0,150,48,0
zly,800,29,mężczyzna,12,1800,1,4,10,262
zly,200,62,kobieta,13,713.78,0,26,48,0
dobry,200,75,kobieta,13,965,1,242,48,1
dobry,400,64,mężczyzna,11,2600,0,132,48,0
dobry,300,77,kobieta,13,1239,1,267,48,2
dobry,300,63,kobieta,16,1389,0,88,48,0
dobry,200,61,kobieta,13,984,0,7,48,0
dobry,600,47,kobieta,12,830.46,0,42,48,1
dobry,500,63,kobieta,16,1340,1,158,48,3
dobry,500,72,kobieta,13,640,1,135,48,1
dobry,200,75,kobieta,13,616,1,243,48,0
dobry,300,55,kobieta,12,1009.34,0,26,48,0
dobry,200,57,kobieta,16,703,1,22,48,1
zly,500,54,kobieta,11,1200,0,25,48,0
dobry,300,71,mężczyzna,13,1426,1,74,48,0
dobry,417.53,25,mężczyzna,12,1300,1,5,25,409
dobry,300,39,mężczyzna,11,2700,0,6,48,0
dobry,300,54,mężczyzna,11,1700,1,36,48,1
dobry,300,58,kobieta,13,1500,1,43,48,1
dobry,900,58,kobieta,17,684,1,186,48,1
dobry,202.73,40,kobieta,11,2505,1,160,48,1
dobry,1500,57,mężczyzna,98,3000,1,65,48,9
dobry,600,54,kobieta,11,1300,1,65,48,11
dobry,200,24,mężczyzna,12,1000,2,8,24,0
dobry,500,60,kobieta,13,1000,1,64,48,1
dobry,800,60,mężczyzna,11,1000,1,60,48,0
dobry,1000,80,kobieta,13,2421.55,1,242,48,0
dobry,400,56,kobieta,11,1172.2,1,34,48,1
dobry,600,32,kobieta,11,1290,1,16,48,1
dobry,900,33,kobieta,11,2200,0,34,48,0
zly,200,57,kobieta,16,921.58,0,18,48,0
dobry,300,61,kobieta,13,997,1,76,48,1
zly,400,64,kobieta,16,1279.58,0,158,48,0
dobry,500,62,kobieta,13,962,1,62,48,15
dobry,300,60,kobieta,13,810,2,30,48,8
dobry,400,47,mężczyzna,12,600,2,6,27,0
dobry,300,57,kobieta,11,1680,1,382,48,1
dobry,400,61,mężczyzna,12,611.36,1,0,3,280
dobry,265.58,62,kobieta,13,1189,1,66,48,1
dobry,500,60,kobieta,13,1212,1,50,48,1
dobry,400,66,kobieta,13,1137.19,1,93,48,0
dobry,300,61,kobieta,13,744.07,0,9,48,1
dobry,300,45,mężczyzna,11,2100,0,47,48,0
dobry,300,62,kobieta,13,1130,1,100,48,0
dobry,900,58,mężczyzna,11,1510,1,162,48,1
dobry,200,65,kobieta,13,802.83,1,198,48,0
dobry,500,53,kobieta,16,655,1,28,48,0
dobry,300,61,kobieta,13,1684,1,17,48,0
dobry,1000,57,mężczyzna,13,3600,0,83,48,0
dobry,235.97,66,kobieta,13,1428.55,1,134,48,0
dobry,200,46,kobieta,12,990.34,0,52,48,0
dobry,1000,47,kobieta,11,5800,1,51,48,0
dobry,350,64,mężczyzna,13,1601.87,0,42,48,0
dobry,200,49,mężczyzna,11,1400,1,11,48,0
dobry,200,52,mężczyzna,12,1210,0,4,9,20
dobry,300,69,mężczyzna,13,940,1,50,48,2
dobry,350,53,kobieta,17,1031,0,48,48,0
dobry,1800,72,mężczyzna,13,2612,0,78,48,5
dobry,300,33,mężczyzna,11,1800,1,162,48,0
dobry,200,58,kobieta,16,634,0,48,48,0
dobry,400,62,kobieta,13,1474.55,0,62,48,0
dobry,200,29,mężczyzna,99,1393.85,0,1,2,1
dobry,300,59,kobieta,13,1100,0,40,48,0
dobry,300,65,kobieta,13,930,2,127,48,0
dobry,300,63,kobieta,13,1100,1,102,48,20
dobry,600,49,kobieta,11,2800,1,315,48,0
dobry,769.94,47,mężczyzna,11,2500,1,200,48,8
dobry,500,72,mężczyzna,13,1700,1,11,48,2
dobry,200,54,mężczyzna,12,988,1,6,12,12
dobry,400,66,kobieta,13,1062,0,159,48,15
dobry,400,61,mężczyzna,13,1503,1,162,48,13
dobry,400,53,kobieta,11,1300,1,31,48,11
dobry,300,35,kobieta,12,1200,1,5,14,1
dobry,700,75,mężczyzna,13,2098,1,194,48,2
dobry,1000,69,kobieta,13,2291,2,67,48,14
dobry,300,61,mężczyzna,16,837,0,228,48,0
zly,250,34,kobieta,12,1040,0,0,0,0
dobry,200,72,kobieta,13,730,0,557,48,0
zly,300,43,kobieta,12,1100,0,12,29,1707
dobry,500,51,kobieta,11,1700,1,302,48,4
zly,2000,56,mężczyzna,11,2031,1,111,48,222
dobry,200,79,kobieta,13,1442.43,2,138,48,0
dobry,200,46,mężczyzna,11,1360,2,116,48,0
dobry,300,52,kobieta,12,1050,0,30,36,0
dobry,500,65,kobieta,16,892,0,197,48,0
dobry,1130.33,48,kobieta,12,1500,1,11,26,32
dobry,400,66,kobieta,13,850,1,64,48,5
dobry,800,57,mężczyzna,12,2500,0,1,3,4
dobry,300,65,kobieta,13,1350,0,108,48,0
dobry,903.23,36,kobieta,11,1900,1,176,48,6
dobry,700,52,mężczyzna,11,3200,1,186,48,0
dobry,700,27,kobieta,11,2100,0,19,48,0
dobry,200,56,kobieta,17,547.89,0,53,48,0
zly,600,22,mężczyzna,17,443.65,0,10,35,0
zly,700,45,mężczyzna,11,3000,0,0,48,0
dobry,400,60,kobieta,16,1411,1,63,48,17
dobry,700,28,mężczyzna,12,1800,1,7,8,0
dobry,300,65,kobieta,13,1210,0,135,48,6
dobry,500,29,kobieta,12,1447,2,18,23,5
zly,300,32,kobieta,11,1515.11,0,11,48,0
dobry,300,30,mężczyzna,12,1037.34,0,17,23,0
dobry,200,72,kobieta,13,785,1,61,48,0
dobry,449.7,23,mężczyzna,99,980,2,8,10,384
dobry,500,53,mężczyzna,11,1320,1,339,48,3
dobry,200,69,kobieta,16,959.6,1,112,48,0
dobry,600,47,kobieta,11,1700,1,86,48,0
dobry,300,49,mężczyzna,13,3900,2,27,48,3
dobry,200,67,kobieta,13,720.19,0,90,48,0
dobry,300,19,mężczyzna,99,750,1,1,5,0
zly,500,56,kobieta,13,1425,1,16,48,465
dobry,300,48,kobieta,11,1077.49,1,368,48,3
zly,200,38,kobieta,99,2800,2,7,7,1706
dobry,600,53,mężczyzna,11,4000,2,7,48,0
dobry,700,64,mężczyzna,13,2010,0,135,48,0
dobry,1000,42,mężczyzna,11,2258,2,72,48,3
dobry,200,20,mężczyzna,17,985,2,10,11,0
dobry,392.14,63,kobieta,13,1668,2,88,48,9
zly,441.91,52,kobieta,11,1050,1,15,48,422
dobry,200,62,mężczyzna,13,1672.59,0,19,48,0
dobry,200,57,mężczyzna,13,12220,0,68,48,0
dobry,600,55,mężczyzna,16,588,2,419,48,2
dobry,300,57,kobieta,13,611,0,136,48,0
dobry,230,62,kobieta,13,1065,1,18,48,274
dobry,400,64,mężczyzna,13,1261.6,1,50,48,0
zly,1000,41,mężczyzna,11,1200,0,24,48,0
dobry,400,58,kobieta,13,1454.91,1,39,48,6
dobry,300,22,kobieta,12,1634,0,9,9,3
zly,1000,76,kobieta,13,1900,0,252,48,0
dobry,500,31,mężczyzna,11,2700,2,12,48,3
dobry,799.84,57,kobieta,11,1680,2,67,48,1
dobry,300,25,mężczyzna,12,1400,0,9,32,0
zly,200,31,kobieta,12,1037,0,8,13,0
dobry,432.44,69,kobieta,13,1072,2,150,48,1
dobry,200,57,mężczyzna,16,763.38,1,208,48,1
